item1,item2,value1,value2,value3,value4,value5,value6,value7
108年 1月,桃園市,61.99,16.6,35.4,3.1,0.46,16.42,45.17
108年 1月,臺中市,36.18,20.1,41.1,2.04,0.48,17.35,49.2
108年 1月,臺南市,90.64,36.3,77.7,2.7,0.48,16.5,58.8
108年 1月,高雄市,103.1,39.9,76.5,3.44,0.57,21.04,67.38
108年 1月,宜蘭縣,31.93,9.4,23.8,1.62,0.36,7.49,47.53
108年 1月,新竹縣,30.17,17.0,34.3,2.02,0.38,11.05,44.95
108年 1月,苗栗縣,57.05,20.1,35.8,2.52,0.42,13.23,43.24
108年 1月,彰化縣,45.34,24.5,59.5,2.97,0.49,15.71,45.48
108年 1月,南投縣,36.72,26.9,55.5,2.28,0.5,18.26,54.44
108年 1月,雲林縣,65.69,34.1,63.5,2.73,0.44,15.29,56.23
108年 1月,嘉義縣,74.5,31.9,74.3,2.6,0.42,11.9,53.41
108年 1月,屏東縣,94.46,28.9,57.6,2.03,0.42,11.65,67.65
108年 1月,臺東縣,22.49,8.9,15.5,1.11,0.38,5.61,32.41
108年 1月,花蓮縣,33.26,7.0,22.3,1.35,0.36,7.98,48.43
108年 1月,澎湖縣,0.0,19.5,35.8,1.28,0.33,7.06,39.96
108年 1月,基隆市,31.67,12.3,30.1,1.53,0.4,11.3,47.99
108年 1月,新竹市,57.83,23.5,41.9,2.15,0.47,15.54,42.87
108年 1月,嘉義市,80.73,37.3,70.3,3.27,0.57,20.91,57.11
108年 1月,金門縣,67.33,32.9,57.0,3.64,0.47,13.18,52.79
108年 1月,連江縣,0.0,26.4,50.0,2.29,0.39,8.1,52.15
108年 2月,新北市,22.44,14.0,29.4,1.9,0.44,13.29,48.71
108年 2月,臺北市,25.07,14.1,30.7,1.86,0.51,17.9,46.72
108年 2月,桃園市,46.95,17.8,36.5,2.7,0.45,14.81,46.53
108年 2月,臺中市,61.02,21.4,40.3,1.88,0.46,15.16,51.21
108年 2月,臺南市,77.85,28.8,63.4,2.49,0.44,13.04,60.38
108年 2月,高雄市,77.01,29.0,56.7,2.97,0.45,14.84,65.88
108年 2月,宜蘭縣,30.05,9.6,24.2,1.44,0.34,5.5,46.95
108年 2月,新竹縣,28.31,18.8,36.2,1.76,0.38,9.81,44.33
108年 2月,苗栗縣,31.29,21.6,36.0,2.16,0.41,11.31,42.63
108年 2月,彰化縣,44.66,23.7,54.7,2.96,0.48,13.61,47.45
108年 2月,南投縣,52.83,29.9,58.0,2.11,0.48,15.57,58.25
108年 2月,雲林縣,53.73,34.6,56.9,2.57,0.43,12.78,61.59
108年 2月,嘉義縣,85.55,28.5,64.2,2.49,0.42,10.64,53.72
108年 2月,屏東縣,104.31,20.9,44.0,1.81,0.34,8.53,63.26
108年 2月,臺東縣,35.99,6.4,16.7,1.2,0.37,4.89,29.92
108年 2月,花蓮縣,20.94,8.5,20.5,1.45,0.36,7.57,47.28
108年 2月,澎湖縣,0.0,17.8,30.1,1.17,0.33,6.85,36.64
108年 2月,基隆市,28.8,11.9,29.9,1.43,0.38,9.87,48.55
108年 2月,新竹市,24.77,22.6,40.6,1.8,0.46,13.7,43.12
108年 2月,嘉義市,82.8,33.0,60.9,3.13,0.52,16.52,59.69
108年 2月,金門縣,40.83,28.5,43.3,2.38,0.44,9.01,47.06
108年 2月,連江縣,0.0,17.3,36.1,1.86,0.37,4.67,50.46
108年 3月,新北市,47.11,18.0,36.7,2.1,0.45,15.23,60.16
108年 3月,臺北市,42.4,19.1,39.8,2.03,0.53,20.34,58.08
108年 3月,桃園市,38.48,20.4,40.7,2.93,0.44,16.06,58.04
108年 3月,臺中市,42.82,23.3,42.8,2.18,0.48,17.24,61.36
108年 3月,臺南市,58.87,27.3,58.2,2.5,0.44,14.16,60.03
108年 3月,高雄市,66.91,28.0,50.9,2.91,0.44,15.87,63.09
108年 3月,宜蘭縣,50.9,14.1,32.1,1.68,0.35,7.7,57.75
108年 3月,新竹縣,42.51,18.8,39.2,1.9,0.4,11.12,59.89
108年 3月,苗栗縣,49.28,23.7,37.4,2.42,0.41,12.65,54.79
108年 3月,彰化縣,94.48,26.1,54.1,2.97,0.47,13.83,55.4
108年 3月,南投縣,45.31,31.1,53.0,2.14,0.46,15.3,55.19
108年 3月,雲林縣,35.9,33.0,52.4,2.62,0.41,12.53,64.52
108年 3月,嘉義縣,40.55,27.8,57.0,2.5,0.41,10.94,58.31
108年 3月,屏東縣,84.19,21.6,43.3,1.86,0.34,8.89,66.68
108年 3月,臺東縣,48.44,10.2,22.4,1.07,0.37,5.11,36.25
108年 3月,花蓮縣,20.14,12.0,27.1,1.43,0.36,7.67,54.49
108年 3月,澎湖縣,0.0,14.6,32.9,1.21,0.29,0.0,48.78
108年 3月,基隆市,30.83,16.0,36.0,1.51,0.38,11.02,61.4
108年 3月,新竹市,37.19,22.4,44.4,2.0,0.44,15.2,60.03
108年 3月,嘉義市,83.04,30.5,56.5,3.08,0.5,16.6,58.27
108年 3月,金門縣,135.67,31.6,54.2,3.38,0.4,12.32,60.38
108年 3月,連江縣,0.0,23.4,45.3,2.23,0.34,7.04,67.56
108年 4月,新北市,45.02,18.4,35.1,2.73,0.45,15.31,66.69
108年 4月,臺北市,47.13,20.3,38.8,2.47,0.55,20.41,67.56
108年 4月,桃園市,50.83,20.5,37.8,3.39,0.4,14.87,59.47
108年 4月,臺中市,44.39,20.6,35.2,2.18,0.41,13.55,61.11
108年 4月,臺南市,53.14,23.1,48.7,2.43,0.35,10.61,60.15
108年 4月,高雄市,62.12,22.6,42.2,2.94,0.37,11.94,60.98
108年 4月,宜蘭縣,34.75,12.4,28.4,1.71,0.3,5.69,54.06
108年 4月,新竹縣,38.63,18.3,35.7,2.08,0.32,9.4,63.02
108年 4月,苗栗縣,32.85,22.7,31.7,2.44,0.33,9.69,52.97
108年 4月,彰化縣,49.44,23.0,44.4,3.0,0.37,10.58,52.64
108年 4月,南投縣,50.9,26.0,45.2,2.04,0.36,11.82,56.15
108年 4月,雲林縣,42.68,26.1,43.6,2.38,0.33,9.78,62.88
108年 4月,嘉義縣,37.91,24.1,46.3,2.53,0.33,8.85,52.79
108年 4月,屏東縣,57.54,20.3,37.0,1.94,0.3,7.15,67.0
108年 4月,臺東縣,31.0,11.1,19.9,1.2,0.34,4.61,33.56
108年 4月,花蓮縣,42.39,8.5,23.9,1.53,0.3,6.11,53.95
108年 4月,澎湖縣,50.96,12.6,30.1,1.88,0.27,0.0,61.88
108年 4月,基隆市,48.23,15.1,32.1,1.95,0.38,12.38,64.78
108年 4月,新竹市,49.44,16.4,40.4,2.19,0.4,12.22,60.37
108年 4月,嘉義市,57.76,23.3,44.4,2.43,0.38,11.85,60.01
108年 4月,金門縣,45.81,25.4,43.9,2.91,0.32,10.67,58.29
108年 4月,連江縣,0.0,23.5,44.4,2.3,0.32,8.75,69.73
108年 5月,新北市,50.15,11.7,29.8,2.26,0.36,12.81,57.99
108年 5月,臺北市,29.15,14.7,32.0,1.94,0.42,17.2,56.76
108年 5月,桃園市,26.18,15.5,31.7,3.09,0.36,14.44,55.35
108年 5月,臺中市,51.57,17.1,32.2,2.31,0.39,14.19,55.2
108年 5月,臺南市,39.61,20.2,45.7,2.35,0.36,10.08,59.19
108年 5月,高雄市,64.19,16.9,37.2,2.79,0.36,11.22,60.47
108年 5月,宜蘭縣,30.06,11.2,30.4,1.92,0.26,5.87,51.52
108年 5月,新竹縣,40.26,13.9,33.6,1.9,0.29,8.81,58.96
108年 5月,苗栗縣,37.39,18.5,28.5,2.26,0.32,9.37,49.06
108年 5月,彰化縣,47.91,21.1,43.4,2.95,0.36,10.74,51.84
108年 5月,南投縣,19.55,17.7,38.6,2.2,0.38,11.44,47.82
108年 5月,雲林縣,48.18,21.2,40.3,2.39,0.32,9.81,59.64
108年 5月,嘉義縣,54.98,20.7,42.6,2.29,0.32,8.17,52.91
108年 5月,屏東縣,29.01,15.4,29.2,1.67,0.27,6.04,61.41
108年 5月,臺東縣,15.87,9.5,19.2,1.09,0.3,4.75,32.59
108年 5月,花蓮縣,26.61,8.6,25.6,1.46,0.27,6.55,51.55
108年 5月,澎湖縣,72.42,11.6,34.5,1.57,0.2,0.0,61.3
108年 5月,基隆市,46.02,12.3,28.8,1.54,0.29,9.03,58.02
108年 5月,新竹市,36.14,15.2,37.0,2.19,0.35,12.03,59.5
108年 5月,嘉義市,46.89,20.0,39.3,2.3,0.38,12.19,54.52
108年 5月,金門縣,154.67,22.0,51.1,3.59,0.26,9.23,64.29
108年 5月,連江縣,0.0,20.8,46.3,2.1,0.23,6.8,74.29
108年 6月,新北市,37.09,10.3,25.1,2.46,0.36,13.36,53.77
108年 6月,臺北市,29.02,12.1,26.5,2.09,0.46,17.58,52.26
108年 6月,桃園市,39.68,12.2,23.3,3.07,0.3,12.62,48.86
108年 6月,臺中市,26.19,9.7,17.3,2.13,0.29,10.2,44.31
108年 6月,臺南市,27.12,9.7,23.4,2.11,0.24,7.56,40.94
108年 6月,高雄市,28.18,7.5,20.1,2.91,0.24,8.79,36.44
108年 6月,宜蘭縣,29.54,10.8,22.2,2.16,0.23,6.06,45.02
108年 6月,新竹縣,26.36,10.9,24.9,1.9,0.22,7.42,49.98
108年 6月,苗栗縣,26.35,8.4,14.5,2.35,0.21,6.3,41.36
108年 6月,彰化縣,29.53,11.8,22.8,2.67,0.23,6.99,40.34
108年 6月,南投縣,19.72,5.8,18.6,1.79,0.22,6.32,40.08
108年 6月,雲林縣,0.0,9.2,21.1,1.77,0.22,6.84,43.97
108年 6月,嘉義縣,27.84,10.6,21.6,2.07,0.23,7.15,38.3
108年 6月,屏東縣,32.9,10.5,19.8,1.76,0.23,6.42,39.24
108年 6月,臺東縣,28.98,6.2,17.5,1.22,0.27,4.22,31.04
108年 6月,花蓮縣,22.61,7.6,20.5,1.31,0.21,5.86,40.47
108年 6月,澎湖縣,31.22,5.0,16.3,1.76,0.18,0.0,37.74
108年 6月,基隆市,38.33,10.2,23.9,2.03,0.29,10.88,50.91
108年 6月,新竹市,27.82,7.2,24.9,2.02,0.29,10.6,46.22
108年 6月,嘉義市,23.57,6.8,17.8,1.68,0.24,7.79,41.59
108年 6月,金門縣,32.97,12.8,27.9,2.52,0.16,7.09,46.25
108年 6月,連江縣,0.0,14.2,31.4,2.14,0.17,5.33,60.93
108年 7月,新北市,44.0,10.6,22.5,2.45,0.3,11.32,53.47
108年 7月,臺北市,28.66,11.2,23.0,1.99,0.37,14.19,55.59
108年 7月,桃園市,35.7,12.0,22.3,2.89,0.23,9.28,47.37
108年 7月,臺中市,64.33,10.9,22.4,2.15,0.23,8.51,44.91
108年 7月,臺南市,27.6,10.7,21.6,1.97,0.22,6.66,38.94
108年 7月,高雄市,34.43,9.5,23.0,2.73,0.24,8.8,37.81
108年 7月,宜蘭縣,38.76,10.7,25.7,2.26,0.2,5.51,37.99
108年 7月,新竹縣,27.41,9.7,24.1,1.79,0.18,5.71,48.88
108年 7月,苗栗縣,28.6,11.0,20.7,2.0,0.18,5.0,41.33
108年 7月,彰化縣,23.09,13.0,24.5,2.62,0.18,5.59,38.63
108年 7月,南投縣,18.03,9.7,23.5,2.05,0.21,5.98,50.01
108年 7月,雲林縣,21.27,10.9,20.0,1.92,0.18,5.72,43.9
108年 7月,嘉義縣,17.11,10.5,23.3,2.01,0.2,6.2,38.59
108年 7月,屏東縣,34.05,9.8,21.2,1.58,0.17,4.46,41.31
108年 7月,臺東縣,26.23,7.1,20.0,1.24,0.24,3.64,28.25
108年 7月,花蓮縣,26.25,7.2,18.7,1.45,0.16,4.44,33.36
108年 7月,澎湖縣,36.47,4.9,15.7,2.3,0.15,0.0,31.75
108年 7月,基隆市,33.13,9.5,21.7,1.82,0.22,7.92,44.95
108年 7月,新竹市,31.99,9.6,26.5,1.98,0.24,8.05,43.42
108年 7月,嘉義市,38.93,8.8,16.8,1.65,0.21,6.34,43.12
108年 7月,金門縣,50.67,12.1,30.8,2.88,0.12,6.64,47.68
108年 7月,連江縣,0.0,11.1,27.4,1.89,0.08,4.57,46.91
108年 8月,新北市,33.14,9.7,19.1,2.13,0.25,8.9,43.25
108年 8月,臺北市,22.77,10.1,18.0,1.87,0.31,11.27,39.11
108年 8月,桃園市,31.81,12.6,20.8,2.92,0.27,9.99,48.69
108年 8月,臺中市,44.39,14.1,25.5,2.34,0.28,9.73,54.55
108年 8月,臺南市,31.8,12.4,23.4,2.04,0.23,6.81,48.59
108年 8月,高雄市,36.13,11.3,25.5,2.92,0.26,9.25,46.26
108年 8月,宜蘭縣,40.18,10.1,21.9,1.91,0.2,4.92,35.4
108年 8月,新竹縣,30.56,11.6,22.4,1.82,0.21,6.52,55.06
108年 8月,苗栗縣,26.94,13.6,21.9,2.08,0.22,6.02,46.83
108年 8月,彰化縣,49.15,14.5,27.3,2.87,0.23,6.25,48.95
108年 8月,南投縣,32.49,13.8,26.5,2.19,0.25,6.26,54.84
108年 8月,雲林縣,44.2,13.5,26.7,1.95,0.21,5.98,54.13
108年 8月,嘉義縣,49.69,12.9,26.2,2.09,0.21,6.04,50.59
108年 8月,屏東縣,35.48,10.2,20.4,1.62,0.19,4.52,48.06
108年 8月,臺東縣,17.94,7.0,20.6,1.15,0.25,4.0,29.15
108年 8月,花蓮縣,27.08,7.1,19.5,1.39,0.16,3.64,33.74
108年 8月,澎湖縣,53.22,6.0,23.7,2.58,0.15,0.0,48.35
108年 8月,基隆市,40.51,9.0,22.3,1.64,0.19,5.96,39.55
108年 8月,新竹市,26.49,10.2,21.3,1.9,0.26,8.62,49.76
108年 8月,嘉義市,22.06,11.1,24.2,1.6,0.24,6.83,51.87
108年 8月,金門縣,39.72,15.0,33.1,2.85,0.18,6.81,57.55
108年 8月,連江縣,0.0,15.0,29.0,2.34,0.14,4.07,60.48
108年 9月,新北市,39.09,10.4,22.8,1.98,0.28,9.79,44.38
108年 9月,臺北市,25.65,9.6,19.7,1.79,0.33,12.91,42.36
108年 9月,彰化縣,43.02,17.5,33.9,3.23,0.29,9.04,64.3
108年 9月,南投縣,31.75,20.8,35.2,2.22,0.3,9.56,75.33
108年 9月,雲林縣,41.18,18.6,41.7,2.33,0.26,8.72,73.82
108年 9月,嘉義縣,44.78,18.6,44.1,2.26,0.26,7.49,68.68
108年 9月,屏東縣,53.41,16.6,32.1,2.05,0.24,5.1,67.39
108年 9月,臺東縣,48.97,5.8,23.4,1.15,0.25,3.93,35.74
108年 9月,花蓮縣,22.96,5.5,20.2,1.22,0.19,4.14,39.96
108年 9月,澎湖縣,24.37,11.5,28.7,2.1,0.16,0.0,59.78
108年 9月,基隆市,56.29,7.6,26.9,1.57,0.25,7.28,41.1
108年 9月,新竹市,27.1,13.4,25.6,1.96,0.26,10.0,56.98
108年 9月,嘉義市,41.97,18.6,39.7,2.34,0.33,10.27,72.75
108年 9月,金門縣,60.0,17.9,40.4,3.16,0.22,7.17,75.57
108年 9月,連江縣,0.0,15.8,29.1,2.16,0.16,3.44,71.59
108年 10月,新北市,49.8,16.1,33.8,2.03,0.32,11.0,59.79
108年 10月,臺北市,28.35,15.4,30.9,1.79,0.36,14.42,57.58
108年 10月,桃園市,43.61,18.1,34.3,3.1,0.34,12.72,60.63
108年 10月,臺中市,56.65,23.9,40.9,2.28,0.36,12.49,74.7
108年 10月,臺南市,75.18,27.8,60.0,2.7,0.35,10.38,81.58
108年 10月,高雄市,74.47,27.7,53.5,2.97,0.36,11.56,81.61
108年 10月,宜蘭縣,36.26,12.0,24.2,1.59,0.25,5.57,53.04
108年 10月,新竹縣,39.74,17.2,33.1,1.86,0.26,7.45,66.93
108年 10月,苗栗縣,51.93,20.5,33.7,2.23,0.3,8.7,64.26
108年 10月,彰化縣,76.81,24.9,48.4,3.24,0.37,11.43,69.66
108年 10月,南投縣,39.87,26.9,47.1,2.15,0.36,12.6,82.9
108年 10月,雲林縣,72.55,25.3,56.7,2.48,0.34,10.7,80.23
108年 10月,嘉義縣,79.24,25.2,61.3,2.51,0.33,8.66,81.8
108年 10月,屏東縣,65.41,22.0,41.2,1.89,0.3,6.02,78.85
108年 10月,臺東縣,36.33,11.7,26.6,1.73,0.28,4.41,48.03
108年 10月,花蓮縣,26.32,13.2,25.3,1.15,0.25,5.41,54.32
108年 10月,澎湖縣,50.5,18.6,40.6,1.82,0.23,0.0,71.85
108年 10月,基隆市,54.48,15.0,35.2,1.71,0.38,9.51,59.18
108年 10月,新竹市,54.84,18.3,35.7,2.21,0.31,10.63,67.26
108年 10月,嘉義市,57.96,26.1,53.7,2.92,0.41,13.17,81.86
108年 10月,金門縣,73.3,27.0,56.1,2.97,0.32,7.93,79.93
108年 10月,連江縣,0.0,22.6,44.1,1.92,0.22,4.24,76.2
108年 11月,新北市,25.61,13.0,30.9,1.94,0.3,11.39,50.8
108年 11月,臺北市,27.29,12.6,28.7,1.83,0.35,15.74,48.67
108年 11月,桃園市,35.87,14.2,30.1,3.07,0.32,12.78,50.6
108年 11月,臺中市,47.81,18.2,36.1,2.08,0.34,13.52,64.34
108年 11月,臺南市,112.04,25.9,62.3,2.67,0.36,14.1,76.17
108年 11月,高雄市,112.7,29.0,63.3,3.33,0.41,16.7,80.53
108年 11月,宜蘭縣,28.71,10.5,26.1,1.58,0.24,6.72,48.05
108年 11月,新竹縣,53.0,14.1,29.8,1.78,0.24,7.52,57.08
108年 11月,苗栗縣,58.1,15.7,29.2,2.22,0.28,9.12,53.79
108年 11月,彰化縣,40.84,18.9,46.3,2.83,0.35,12.29,57.16
108年 11月,南投縣,45.76,24.0,46.0,1.93,0.38,14.6,78.24
108年 11月,雲林縣,74.86,24.6,62.5,2.4,0.32,12.17,74.26
108年 11月,嘉義縣,73.42,22.3,64.8,2.53,0.31,10.34,70.99
108年 11月,屏東縣,117.13,23.4,49.0,2.04,0.31,8.65,77.07
108年 11月,臺東縣,51.99,8.5,24.9,1.33,0.26,4.4,46.43
108年 11月,花蓮縣,29.65,9.6,23.1,1.32,0.24,6.29,50.36
108年 11月,澎湖縣,53.0,15.1,40.0,1.7,0.18,0.0,60.28
108年 11月,基隆市,56.32,13.2,34.8,1.67,0.35,9.18,54.08
108年 11月,新竹市,49.85,15.3,32.9,1.99,0.28,11.32,56.33
108年 11月,嘉義市,71.47,24.8,56.0,3.24,0.42,16.76,74.1
108年 11月,金門縣,211.33,21.7,56.5,2.83,0.27,9.55,66.25
108年 11月,連江縣,0.0,19.1,41.2,1.98,0.22,5.65,64.17
108年 12月,新北市,16.65,12.3,25.8,2.26,0.41,15.12,44.74
108年 12月,臺北市,25.41,11.9,23.6,2.06,0.47,19.32,42.81
108年 12月,桃園市,33.65,13.7,26.0,2.97,0.41,15.61,43.02
108年 12月,臺中市,48.19,16.8,31.1,2.08,0.41,15.71,47.59
108年 12月,臺南市,38.32,23.4,48.0,2.2,0.39,15.34,54.02
108年 12月,高雄市,61.29,26.5,52.2,2.83,0.45,18.8,56.69
108年 12月,宜蘭縣,31.17,9.0,20.5,1.63,0.29,7.56,43.53
108年 12月,新竹縣,24.6,13.1,23.5,1.93,0.31,10.24,47.14
108年 12月,苗栗縣,25.06,13.8,23.1,2.13,0.33,10.91,40.55
108年 12月,彰化縣,47.64,16.7,37.2,2.56,0.4,14.03,44.23
108年 12月,南投縣,32.96,20.1,36.4,1.91,0.43,15.94,56.62
108年 12月,雲林縣,64.08,21.4,48.5,2.21,0.36,13.22,53.24
108年 12月,嘉義縣,81.55,18.8,48.6,2.28,0.34,11.23,52.33
108年 12月,屏東縣,106.43,19.6,39.0,1.63,0.34,9.69,61.0
108年 12月,臺東縣,16.16,5.9,16.2,1.27,0.3,5.1,42.06
108年 12月,花蓮縣,38.78,7.6,18.1,1.31,0.29,7.16,45.02
108年 12月,澎湖縣,78.0,12.6,32.3,1.67,0.24,3.44,55.67
108年 12月,基隆市,55.91,10.9,25.7,1.58,0.31,9.5,48.86
108年 12月,新竹市,53.69,13.8,27.1,2.0,0.39,14.03,45.78
108年 12月,嘉義市,70.26,23.9,45.0,2.78,0.46,18.14,50.14
108年 12月,金門縣,146.86,25.9,52.4,3.16,0.37,14.48,56.41
108年 12月,連江縣,0.0,21.2,35.7,1.93,0.32,8.63,52.24
109年 1月,新北市,40.99,15.7,27.2,1.75,0.47,14.09,46.71
109年 1月,臺北市,36.86,15.7,25.7,1.71,0.54,18.94,43.8
109年 1月,桃園市,85.21,18.9,30.8,2.59,0.49,16.31,45.69
109年 1月,臺中市,44.95,23.1,38.4,2.1,0.51,16.41,53.8
109年 1月,臺南市,93.15,27.7,49.8,2.34,0.48,14.65,63.39
109年 1月,高雄市,107.11,28.5,53.8,2.64,0.51,17.22,66.59
109年 1月,宜蘭縣,39.7,10.7,21.2,1.48,0.34,6.61,45.02
109年 1月,新竹縣,31.36,18.2,28.2,1.7,0.4,10.27,53.18
109年 1月,苗栗縣,41.91,19.2,29.7,1.95,0.42,11.03,44.2
109年 1月,彰化縣,92.54,23.7,44.2,2.57,0.51,13.74,48.76
109年 1月,南投縣,44.25,25.6,43.9,1.74,0.5,15.06,67.85
109年 1月,雲林縣,80.74,27.3,52.4,2.08,0.44,12.5,61.32
109年 1月,嘉義縣,101.43,24.5,53.4,2.1,0.43,10.64,60.56
109年 1月,屏東縣,79.79,20.7,39.9,1.63,0.38,9.14,67.64
109年 1月,臺東縣,38.54,7.1,14.8,1.15,0.38,5.27,43.78
109年 1月,花蓮縣,34.39,9.4,18.9,1.15,0.36,6.74,45.29
109年 1月,澎湖縣,0.0,15.1,32.6,1.44,0.32,3.2,54.75
109年 1月,基隆市,76.71,15.1,27.4,1.77,0.42,11.71,50.12
109年 1月,新竹市,55.44,18.8,32.3,1.97,0.46,14.2,50.94
109年 1月,嘉義市,66.74,28.6,51.4,2.56,0.52,16.73,59.59
109年 1月,金門縣,47.67,25.1,42.9,2.22,0.44,10.63,53.78
109年 1月,連江縣,0.0,20.5,30.2,1.59,0.38,6.25,49.17
